model,true_class,pred_class,pred_prob_malignant,pred_label,outcome,sample_index,filename,full_path,last_conv_layer,original_path,heatmap_path,overlay_path,panel_path
vgg16,malignant,malignant,0.9867306351661682,1,TP,1,1.jpg,/content/drive/MyDrive/kaggle/test/malignant/1.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_01_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_01_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_01_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_01_panel.png
vgg16,malignant,malignant,0.9134299159049988,1,TP,2,1003.jpg,/content/drive/MyDrive/kaggle/test/malignant/1003.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_02_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_02_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_02_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_02_panel.png
vgg16,malignant,malignant,0.9422994256019592,1,TP,3,1005.jpg,/content/drive/MyDrive/kaggle/test/malignant/1005.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_03_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_03_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_03_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_03_panel.png
vgg16,malignant,benign,0.43855181336402893,0,FN,4,1007.jpg,/content/drive/MyDrive/kaggle/test/malignant/1007.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_04_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_04_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_04_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_04_panel.png
vgg16,malignant,benign,0.47084832191467285,0,FN,5,1009.jpg,/content/drive/MyDrive/kaggle/test/malignant/1009.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_05_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_05_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_05_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_05_panel.png
vgg16,malignant,benign,0.228746697306633,0,FN,6,1012.jpg,/content/drive/MyDrive/kaggle/test/malignant/1012.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_06_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_06_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_06_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_06_panel.png
vgg16,malignant,benign,0.25011128187179565,0,FN,7,1019.jpg,/content/drive/MyDrive/kaggle/test/malignant/1019.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_07_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_07_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_07_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/FN/malignant/malignant_07_panel.png
vgg16,malignant,malignant,0.6799061894416809,1,TP,8,1022.jpg,/content/drive/MyDrive/kaggle/test/malignant/1022.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_08_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_08_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_08_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_08_panel.png
vgg16,malignant,malignant,0.9131740927696228,1,TP,9,1026.jpg,/content/drive/MyDrive/kaggle/test/malignant/1026.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_09_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_09_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_09_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_09_panel.png
vgg16,malignant,malignant,0.8887529969215393,1,TP,10,1027.jpg,/content/drive/MyDrive/kaggle/test/malignant/1027.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_10_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_10_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_10_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/vgg16/TP/malignant/malignant_10_panel.png
densenet,benign,benign,0.3541175425052643,0,TN,1,1.jpg,/content/drive/MyDrive/kaggle/test/benign/1.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_01_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_01_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_01_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_01_panel.png
densenet,benign,benign,0.05808001756668091,0,TN,2,10.jpg,/content/drive/MyDrive/kaggle/test/benign/10.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_02_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_02_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_02_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_02_panel.png
densenet,benign,benign,0.004021137487143278,0,TN,3,1003.jpg,/content/drive/MyDrive/kaggle/test/benign/1003.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_03_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_03_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_03_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_03_panel.png
densenet,benign,benign,0.028103681281208992,0,TN,4,1006.jpg,/content/drive/MyDrive/kaggle/test/benign/1006.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_04_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_04_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_04_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_04_panel.png
densenet,benign,benign,0.007066535297781229,0,TN,5,1013.jpg,/content/drive/MyDrive/kaggle/test/benign/1013.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_05_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_05_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_05_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_05_panel.png
densenet,benign,benign,0.0918181762099266,0,TN,6,1018.jpg,/content/drive/MyDrive/kaggle/test/benign/1018.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_06_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_06_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_06_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_06_panel.png
densenet,benign,malignant,0.8888415694236755,1,FP,7,1019.jpg,/content/drive/MyDrive/kaggle/test/benign/1019.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FP/benign/benign_07_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FP/benign/benign_07_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FP/benign/benign_07_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FP/benign/benign_07_panel.png
densenet,benign,benign,0.02838960662484169,0,TN,8,1023.jpg,/content/drive/MyDrive/kaggle/test/benign/1023.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_08_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_08_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_08_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_08_panel.png
densenet,benign,benign,0.491860955953598,0,TN,9,1025.jpg,/content/drive/MyDrive/kaggle/test/benign/1025.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_09_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_09_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_09_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_09_panel.png
densenet,benign,benign,0.12508396804332733,0,TN,10,1029.jpg,/content/drive/MyDrive/kaggle/test/benign/1029.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_10_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_10_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_10_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TN/benign/benign_10_panel.png
densenet,malignant,malignant,0.9509996175765991,1,TP,1,1.jpg,/content/drive/MyDrive/kaggle/test/malignant/1.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_01_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_01_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_01_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_01_panel.png
densenet,malignant,malignant,0.8525483012199402,1,TP,2,1003.jpg,/content/drive/MyDrive/kaggle/test/malignant/1003.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_02_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_02_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_02_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_02_panel.png
densenet,malignant,malignant,0.9454857707023621,1,TP,3,1005.jpg,/content/drive/MyDrive/kaggle/test/malignant/1005.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_03_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_03_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_03_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_03_panel.png
densenet,malignant,malignant,0.5157653093338013,1,TP,4,1007.jpg,/content/drive/MyDrive/kaggle/test/malignant/1007.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_04_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_04_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_04_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_04_panel.png
densenet,malignant,benign,0.49600517749786377,0,FN,5,1009.jpg,/content/drive/MyDrive/kaggle/test/malignant/1009.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_05_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_05_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_05_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_05_panel.png
densenet,malignant,benign,0.24136649072170258,0,FN,6,1012.jpg,/content/drive/MyDrive/kaggle/test/malignant/1012.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_06_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_06_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_06_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_06_panel.png
densenet,malignant,benign,0.2289520502090454,0,FN,7,1019.jpg,/content/drive/MyDrive/kaggle/test/malignant/1019.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_07_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_07_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_07_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_07_panel.png
densenet,malignant,malignant,0.8326870799064636,1,TP,8,1022.jpg,/content/drive/MyDrive/kaggle/test/malignant/1022.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_08_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_08_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_08_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_08_panel.png
densenet,malignant,benign,0.043976787477731705,0,FN,9,1026.jpg,/content/drive/MyDrive/kaggle/test/malignant/1026.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_09_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_09_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_09_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/FN/malignant/malignant_09_panel.png
densenet,malignant,malignant,0.918760359287262,1,TP,10,1027.jpg,/content/drive/MyDrive/kaggle/test/malignant/1027.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_10_original.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_10_heatmap.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_10_overlay.png,/content/drive/MyDrive/GradCam/OPTvgg16andDensenet/densenet/TP/malignant/malignant_10_panel.png
