model,true_class,pred_class,pred_prob_malignant,pred_label,outcome,sample_index,filename,full_path,last_conv_layer,original_path,heatmap_path,overlay_path,panel_path
vgg16,malignant,malignant,0.9552446603775024,1,TP,1,1.jpg,/content/drive/MyDrive/kaggle/test/malignant/1.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_01_original.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_01_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_01_overlay.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_01_panel.png
vgg16,malignant,malignant,0.885360598564148,1,TP,2,1003.jpg,/content/drive/MyDrive/kaggle/test/malignant/1003.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_02_original.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_02_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_02_overlay.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_02_panel.png
vgg16,malignant,malignant,0.9577505588531494,1,TP,3,1005.jpg,/content/drive/MyDrive/kaggle/test/malignant/1005.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_03_original.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_03_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_03_overlay.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_03_panel.png
vgg16,malignant,malignant,0.834685742855072,1,TP,4,1007.jpg,/content/drive/MyDrive/kaggle/test/malignant/1007.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_04_original.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_04_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_04_overlay.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_04_panel.png
vgg16,malignant,malignant,0.6777796149253845,1,TP,5,1009.jpg,/content/drive/MyDrive/kaggle/test/malignant/1009.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_05_original.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_05_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_05_overlay.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_05_panel.png
vgg16,malignant,benign,0.35560739040374756,0,FN,6,1012.jpg,/content/drive/MyDrive/kaggle/test/malignant/1012.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OldModels/vgg16/FN/malignant/malignant_06_original.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/FN/malignant/malignant_06_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/FN/malignant/malignant_06_overlay.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/FN/malignant/malignant_06_panel.png
vgg16,malignant,benign,0.27284565567970276,0,FN,7,1019.jpg,/content/drive/MyDrive/kaggle/test/malignant/1019.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OldModels/vgg16/FN/malignant/malignant_07_original.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/FN/malignant/malignant_07_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/FN/malignant/malignant_07_overlay.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/FN/malignant/malignant_07_panel.png
vgg16,malignant,malignant,0.8504141569137573,1,TP,8,1022.jpg,/content/drive/MyDrive/kaggle/test/malignant/1022.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_08_original.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_08_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_08_overlay.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_08_panel.png
vgg16,malignant,malignant,0.9314266443252563,1,TP,9,1026.jpg,/content/drive/MyDrive/kaggle/test/malignant/1026.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_09_original.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_09_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_09_overlay.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_09_panel.png
vgg16,malignant,malignant,0.8474647402763367,1,TP,10,1027.jpg,/content/drive/MyDrive/kaggle/test/malignant/1027.jpg,block5_conv3,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_10_original.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_10_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_10_overlay.png,/content/drive/MyDrive/GradCam/OldModels/vgg16/TP/malignant/malignant_10_panel.png
resnet,benign,benign,0.45409461855888367,0,TN,1,1.jpg,/content/drive/MyDrive/kaggle/test/benign/1.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_01_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_01_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_01_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_01_panel.png
resnet,benign,benign,0.44822999835014343,0,TN,2,10.jpg,/content/drive/MyDrive/kaggle/test/benign/10.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_02_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_02_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_02_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_02_panel.png
resnet,benign,benign,0.44717034697532654,0,TN,3,1003.jpg,/content/drive/MyDrive/kaggle/test/benign/1003.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_03_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_03_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_03_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_03_panel.png
resnet,benign,benign,0.4451238512992859,0,TN,4,1006.jpg,/content/drive/MyDrive/kaggle/test/benign/1006.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_04_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_04_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_04_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_04_panel.png
resnet,benign,benign,0.44478076696395874,0,TN,5,1013.jpg,/content/drive/MyDrive/kaggle/test/benign/1013.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_05_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_05_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_05_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_05_panel.png
resnet,benign,benign,0.44920361042022705,0,TN,6,1018.jpg,/content/drive/MyDrive/kaggle/test/benign/1018.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_06_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_06_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_06_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_06_panel.png
resnet,benign,benign,0.4520721733570099,0,TN,7,1019.jpg,/content/drive/MyDrive/kaggle/test/benign/1019.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_07_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_07_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_07_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_07_panel.png
resnet,benign,benign,0.446830153465271,0,TN,8,1023.jpg,/content/drive/MyDrive/kaggle/test/benign/1023.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_08_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_08_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_08_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_08_panel.png
resnet,benign,benign,0.4544057846069336,0,TN,9,1025.jpg,/content/drive/MyDrive/kaggle/test/benign/1025.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_09_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_09_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_09_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_09_panel.png
resnet,benign,benign,0.44941216707229614,0,TN,10,1029.jpg,/content/drive/MyDrive/kaggle/test/benign/1029.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_10_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_10_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_10_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/TN/benign/benign_10_panel.png
resnet,malignant,benign,0.45635077357292175,0,FN,1,1.jpg,/content/drive/MyDrive/kaggle/test/malignant/1.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_01_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_01_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_01_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_01_panel.png
resnet,malignant,benign,0.4714528024196625,0,FN,2,1003.jpg,/content/drive/MyDrive/kaggle/test/malignant/1003.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_02_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_02_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_02_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_02_panel.png
resnet,malignant,benign,0.4762622117996216,0,FN,3,1005.jpg,/content/drive/MyDrive/kaggle/test/malignant/1005.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_03_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_03_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_03_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_03_panel.png
resnet,malignant,benign,0.4548642635345459,0,FN,4,1007.jpg,/content/drive/MyDrive/kaggle/test/malignant/1007.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_04_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_04_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_04_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_04_panel.png
resnet,malignant,benign,0.4605417251586914,0,FN,5,1009.jpg,/content/drive/MyDrive/kaggle/test/malignant/1009.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_05_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_05_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_05_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_05_panel.png
resnet,malignant,benign,0.4503706097602844,0,FN,6,1012.jpg,/content/drive/MyDrive/kaggle/test/malignant/1012.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_06_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_06_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_06_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_06_panel.png
resnet,malignant,benign,0.4520648717880249,0,FN,7,1019.jpg,/content/drive/MyDrive/kaggle/test/malignant/1019.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_07_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_07_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_07_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_07_panel.png
resnet,malignant,benign,0.45816412568092346,0,FN,8,1022.jpg,/content/drive/MyDrive/kaggle/test/malignant/1022.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_08_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_08_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_08_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_08_panel.png
resnet,malignant,benign,0.46232327818870544,0,FN,9,1026.jpg,/content/drive/MyDrive/kaggle/test/malignant/1026.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_09_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_09_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_09_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_09_panel.png
resnet,malignant,benign,0.45955759286880493,0,FN,10,1027.jpg,/content/drive/MyDrive/kaggle/test/malignant/1027.jpg,conv5_block3_out,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_10_original.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_10_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_10_overlay.png,/content/drive/MyDrive/GradCam/OldModels/resnet/FN/malignant/malignant_10_panel.png
densenet,benign,benign,0.3682563900947571,0,TN,1,1.jpg,/content/drive/MyDrive/kaggle/test/benign/1.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_01_original.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_01_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_01_overlay.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_01_panel.png
densenet,benign,benign,0.07101016491651535,0,TN,2,10.jpg,/content/drive/MyDrive/kaggle/test/benign/10.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_02_original.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_02_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_02_overlay.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_02_panel.png
densenet,benign,benign,0.008332187309861183,0,TN,3,1003.jpg,/content/drive/MyDrive/kaggle/test/benign/1003.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_03_original.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_03_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_03_overlay.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_03_panel.png
densenet,benign,benign,0.13973616063594818,0,TN,4,1006.jpg,/content/drive/MyDrive/kaggle/test/benign/1006.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_04_original.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_04_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_04_overlay.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_04_panel.png
densenet,benign,benign,0.006129383109509945,0,TN,5,1013.jpg,/content/drive/MyDrive/kaggle/test/benign/1013.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_05_original.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_05_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_05_overlay.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_05_panel.png
densenet,benign,benign,0.10373570024967194,0,TN,6,1018.jpg,/content/drive/MyDrive/kaggle/test/benign/1018.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_06_original.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_06_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_06_overlay.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_06_panel.png
densenet,benign,malignant,0.8301838636398315,1,FP,7,1019.jpg,/content/drive/MyDrive/kaggle/test/benign/1019.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OldModels/densenet/FP/benign/benign_07_original.png,/content/drive/MyDrive/GradCam/OldModels/densenet/FP/benign/benign_07_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/densenet/FP/benign/benign_07_overlay.png,/content/drive/MyDrive/GradCam/OldModels/densenet/FP/benign/benign_07_panel.png
densenet,benign,benign,0.017857199534773827,0,TN,8,1023.jpg,/content/drive/MyDrive/kaggle/test/benign/1023.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_08_original.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_08_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_08_overlay.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_08_panel.png
densenet,benign,malignant,0.6615463495254517,1,FP,9,1025.jpg,/content/drive/MyDrive/kaggle/test/benign/1025.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OldModels/densenet/FP/benign/benign_09_original.png,/content/drive/MyDrive/GradCam/OldModels/densenet/FP/benign/benign_09_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/densenet/FP/benign/benign_09_overlay.png,/content/drive/MyDrive/GradCam/OldModels/densenet/FP/benign/benign_09_panel.png
densenet,benign,benign,0.11508481204509735,0,TN,10,1029.jpg,/content/drive/MyDrive/kaggle/test/benign/1029.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_10_original.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_10_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_10_overlay.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TN/benign/benign_10_panel.png
densenet,malignant,malignant,0.9682148694992065,1,TP,1,1.jpg,/content/drive/MyDrive/kaggle/test/malignant/1.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_01_original.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_01_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_01_overlay.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_01_panel.png
densenet,malignant,malignant,0.6917237639427185,1,TP,2,1003.jpg,/content/drive/MyDrive/kaggle/test/malignant/1003.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_02_original.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_02_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_02_overlay.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_02_panel.png
densenet,malignant,malignant,0.9408553242683411,1,TP,3,1005.jpg,/content/drive/MyDrive/kaggle/test/malignant/1005.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_03_original.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_03_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_03_overlay.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_03_panel.png
densenet,malignant,malignant,0.6457632780075073,1,TP,4,1007.jpg,/content/drive/MyDrive/kaggle/test/malignant/1007.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_04_original.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_04_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_04_overlay.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_04_panel.png
densenet,malignant,malignant,0.6099560856819153,1,TP,5,1009.jpg,/content/drive/MyDrive/kaggle/test/malignant/1009.jpg,conv5_block16_2_conv,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_05_original.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_05_heatmap.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_05_overlay.png,/content/drive/MyDrive/GradCam/OldModels/densenet/TP/malignant/malignant_05_panel.png
